Domain,Authors,Year,Title,Venue,VenueType,Citation,ResearchQuestion,SpaceTask,DependentMeasurePrimary,Scale,FoR,FoR_In_Task,PerformanceIfRestrictedFoR,Discussion_Notes,CoderName,PublishingLanguage,StudyNumber,TaskID,Country,SpecificLocation,LocationNotes,UrbanRural,UrbanRuralCertainty,Language,LanguageNotes,WALSCode,ISOCode,GlottologCode,CulturalGroup,CulturalGroupNotes,OverallNotes,PrivateNotes,GroupSampleSize,StudySampleSize,RepeatedParticipantsWithinStudy,FunRating
Space,"Hüther, Bentz, Spada, Bender, Beller",2013,Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Huther, L., Bentz, A., Spada, H., Bender, A., & Beller, S. (2013). Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries. Proceedings of the Annual Meeting of the Cognitive Science Society, 35. ",Are there variations in FoR preference within one language (French) used in different countries?,Participants read descriptions of spatial array then had to select which presented picture fit best. This group in particular did a block with inanimate objects only first followed by a block with animate objects only. ,ForcedChoice,small,ego,ego/allo,,"In the Belgian sample, 62.2% of the aggregated answers corresponded to the reflection variant (27.3% intrinsic.) Participants who worked on the animate items first showed a stronger overall preference for the intrinsic FoR (intrinsic: 38.3%; reflection: 48.9%) than those who worked on the inanimate items first (intrinsic: 17.3%; reflection: 70.5 %.) Participants were more consistent in their FoR choice during the inanimate object block for all countries except France who showed an insignificant difference. All samples preferred the reflection variant.",Ortega,English,1,b,Belgium,"Liège, Belgium",,urbanl,3,French,,fre,,,Native French speakers in ,"The Belgian group consisted of a total of 55 students (46 female; mean age 21.8  years, SD = 4.82) from the University of Liège, split into the two conditions.",All participants reported being native French speakers.,,30,55,0,
Space,"Hüther, Bentz, Spada, Bender, Beller",2013,Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Huther, L., Bentz, A., Spada, H., Bender, A., & Beller, S. (2013). Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries. Proceedings of the Annual Meeting of the Cognitive Science Society, 35. ",Are there variations in FoR preference within one language (French) used in different countries?,Participants read descriptions of spatial array then had to select which presented picture fit best. This group in particular did a block with inanimate objects only first followed by a block with animate objects only. ,ForcedChoice,small,ego,ego/allo,,"In the French sample, while the reflection variant of the relative FoR was applied the most (48.1%), the intrinsic FoR was applied in over a third of the items (37.3%.) Participants who worked on the animate items first showed a stronger overall preference for the intrinsic FoR (intrinsic: 38.3%; reflection: 48.9%) than those who worked on the inanimate items first (intrinsic: 17.3%; reflection: 70.5 %.) Participants were more consistent in their FoR choice during the inanimate object block for all countries except France who showed an insignificant difference. All samples preferred the reflection variant.",Ortega,English,1,b,France,France,,urbanl,2,French,,fre,,,Native French speakers in ,"The French group consisted of a total of 46 students (34 female; mean age 22.5  years, SD = 4.51) attending different universities, split into the two conditions.",All participants reported being native French speakers.,,21,46,0,
Space,"Hüther, Bentz, Spada, Bender, Beller",2013,Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Huther, L., Bentz, A., Spada, H., Bender, A., & Beller, S. (2013). Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries. Proceedings of the Annual Meeting of the Cognitive Science Society, 35.",Are there variations in FoR preference within one language (French) used in different countries?,Participants read descriptions of spatial array then had to select which presented picture fit best. This group in particular did a block with inanimate objects only first followed by a block with animate objects only. ,ForcedChoice,small,ego,ego/allo,,"In the Canadian sample, 60.8% of the aggregated answers corresponded to the reflection variant (26.2% intrinsic.) Participants who worked on the animate items first showed a stronger overall preference for the intrinsic FoR (intrinsic: 38.3%; reflection: 48.9%) than those who worked on the inanimate items first (intrinsic: 17.3%; reflection: 70.5 %.) Participants were more consistent in their FoR choice during the inanimate object block for all countries except France who showed an insignificant difference. All samples preferred the reflection variant.",Ortega,English,1,b,Canada,"Montreal, Quebec, Canada",,urbanl,3,French,,fre,,,Native French speakers in ,"The Canadian group consisted of a total of 57 students (29 female; mean age 25.5 years, SD = 6.07) from the University of Montreal, split into the two conditions.",All participants reported being native French speakers.,,32,57,0,
Space,"Hüther, Bentz, Spada, Bender, Beller",2013,Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Huther, L., Bentz, A., Spada, H., Bender, A., & Beller, S. (2013). Influences Beyond Language: Comparing Spatial Referencing in Native French Speakers from Four Countries. Proceedings of the Annual Meeting of the Cognitive Science Society, 35. ",Are there variations in FoR preference within one language (French) used in different countries?,Participants read descriptions of spatial array then had to select which presented picture fit best. This group in particular did a block with inanimate objects only first followed by a block with animate objects only. ,ForcedChoice,small,ego,ego/allo,,The Swiss sample showed the clearest preference with 74.8% of the answers corresponding to the reflection variant (only 13.8% intrinsic). Participants who worked on the animate items first showed a stronger overall preference for the intrinsic FoR (intrinsic: 38.3%; reflection: 48.9%) than those who worked on the inanimate items first (intrinsic: 17.3%; reflection: 70.5 %.) Participants were more consistent in their FoR choice during the inanimate object block for all countries except France who showed an insignificant difference. All samples preferred the reflection variant.,Ortega,English,1,b,Switzerland,"Geneva, Switzerland",,urbanl,3,French,,fre,,,Native French speakers in ,"The Swiss group consisted of a total of 28 students (22 female; mean age 24.3 years, SD = 4.27) from the University of Geneva, split into the two conditions.",All participants reported being native French speakers.,,14,28,0,
Space,"Kataoka, Asahi",2015,Synchornic and diachronic variation in the use of spatial frames of reference: An analysis of Japanese route instruction,Journal of Sociolinguistics,Journal,"Kataoka, K. & Asahi, Y. (2015). Synchronic and diachronic variation in the use of spatial frames of reference: An analysis of Japanese route instruction. Journal of Sociolinguistics, 19(2), 133-160.",How does the usage of spatial FoR change as a community and individually over time,Participants provided directions to specific places,GestureSpontaneous,large,both,ego/allo,,"participants usage of ego decreased across their lifespan, but usage of ego increased across time periods",Star-Lack,English,1,,Japan,"Okazaki, Japan",,urbanl,3,Japanese,Mikawa dialect,jpn,,,Adult native speakers,"In 1953, 429 participants; in 1972, 585 participants; in 2008, 388 participants. Random sampling",Due to communal implicit drive towards conservatism?,,1402,1402,0,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,"Participants completed an ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,ego,ego/allo,,,Star-Lack,English,1,a,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,20,20,0,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,Participants asked to reconstruct with 180 degree rotation a route shown to them (motion-maze),ObjectPlacement,small,ego,ego/allo,,,Star-Lack,English,1,b,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,20,20,20,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,Participants asked to describe the relationship between two objects in given photo,LanguageProductionSpoken,small,ego,ego/allo,,,Star-Lack,English,1,c,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,20,20,20,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,"Participants completed the ""Three Animals"" version of the ""Animals-In-a-Row"" task with landmarks in the array and 180 degree rotation (Three Animals with Duck Pond task)",ObjectPlacement,small,allo,ego/allo,,Biased participants to creating intrinsic FoR representations,Star-Lack,English,2,a,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,10,20,0,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,"Participants completed the ""Four Animals"" version of the ""Animals-In-a-Row"" task with landmarks in the array and 180 degree rotation (Four Animals with Duck Pond task)",ObjectPlacement,small,ego,ego/allo,,Added memory load led to relative FoR usage,Star-Lack,English,2,b,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,10,20,0,
Space,"Levinson, Kita, Haun, Rasch",2002,Returning the tables: Language affects spatial reasoning,Cognition,Journal,"Levinson, S. C., Kita, S., Haun, D. B.M., Rasch, B. H. (2002). Returning the tables: Language affects spatial reasoning. Cognition, 84, 155-188",How does language affect spatial reasoning,"Participants completed the ""Three Animals"" version of the ""Animals-In-a-Row"" task with landmarks in the array and 90 degree rotation (Three Animals with Duck Pond task)",ObjectPlacement,small,allo,ego/allo,,Biased participants to creating intrinsic FoR representations,Star-Lack,English,3,,Netherlands,Max Planck Intsitute,,urbanl,3,Dutch,,dut,,,students,,,,10,10,0,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants communicated the spatial relationship of two objects in a photo to each other in order to match pictures,LanguageProductionSpoken,small,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,a,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants communicated the spatial relationship of two objects to each other in order to create matching array of objects,LanguageProductionSpoken + ObjectPlacement,small,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,b,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants communicated and manipulated the body position of a maquette to create an identical position to the photo,LanguageProductionSpoken,small,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,c,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Participants asked to describe the relationship between two objects,LanguageProductionSpoken,small,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,d,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants communicated to direct the blindfolded one of the pair to find an object,LanguageProductionSpoken,medium,ego,ego/allo,,Used relative FoR,Star-Lack,English,1,e,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,English,,eng,,,Native speaker,10 year old son of the experimenter,,,1,NA,0,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants communicated to direct the blindfolded one of the pair to find an object,LanguageProductionSpoken,medium,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,f,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Participants describe the movement of a model car through a model landscape on flat land,LanguageProductionSpoken,small,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,g,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Participants draw a map on the ground in conjunction with verbal directions,LanguageProductionSpoken,large,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,h,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,"Levinson, Brown",1994,Immanuel Kant among the Tenejapans: Anthropology as empirical philosophy,Ethos,Journal,"Levinson, Stephen C., and Penelope Brown. 1994. “Immanuel Kant Among the Tenejapan: Anthropology as Empirical Philosophy.” Ethos 22 (1): 3-41",Do speakers of Tzeltal lack a left/right binary,Pairs of participants role-played asking for directions and describing a route,LanguageProductionSpoken,large,allo,ego/allo,,No usage of left/right,Star-Lack,English,1,i,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,,,,,NA,NA,NA,
Space,Li,2012,Different spatial terms in navigation system for Chinese drivers,Cognitive Processing,Journal,"Li, J. (2012). Different spatial terms in navigation system for Chinese drivers. Cognitive Processing, 13(1), 229-232.",Does region and gender impact FoR performance for speakers of the same language,Participants played a simulated driving game while completing a spatial term judgement task of pressing corresponding keys to spatial linguistic terms,ReactionTime  + Accuracy,small,both,ego/allo,,No significant difference between allo and ego for Northerners,Star-Lack,English,1,,China,Shandon Jianzhu University,,urbanl,3,Mandarin,,mnd,,,Northern Chinese undergraduate and post graduate students,"10 male, 10 female","Overall effect of gender: male participants drove faster when responding to relative terms, female aprticipants drove faster when responding to absolute terms",,20,40,0,
Space,Li,2012,Different spatial terms in navigation system for Chinese drivers,Cognitive Processing,Journal,"Li, J. (2012). Different spatial terms in navigation system for Chinese drivers. Cognitive Processing, 13(1), 229-232.",Does region and gender impact FoR performance for speakers of the same language,Participants played a simulated driving game while completing a spatial term judgement task of pressing corresponding keys to spatial linguistic terms,ReactionTime  + Accuracy,small,ego,ego/allo,,Marginal significance: faster at ego than allo,Star-Lack,English,1,,China,Nanjing Normal University,,urbanl,3,Mandarin,,mnd,,,Southern Chinese undergraduate and post graduate students,"10 male, 10 female","Overall effect of gender: male participants drove faster when responding to relative terms, female aprticipants drove faster when responding to absolute terms",,20,40,0,
Space,"Li, Zhang",2009,Regional differences in spatial frame of reference systems for people in different areas of china,Perceptual and Motor Skills,Journal,"Li, J. & Zhang, K. (2009). Regional differences in spatial frame of reference systems for people in different areas of China. Perceptual and Motor Skills, 108(2), 587-596.",Does processing speed of spatial linguistic terms differ between Northern and Southern Chinese participants,Participants completed a computerized task pressing corresponding keys to spatial linguistic terms,ReactionTime,small,both,ego/allo,,No significant difference between allo and ego for Northerners,Star-Lack,English,1,,China,Beijing,,urbanl,3,Mandarin,from Shandong,mnd,,,"Students, native speakers of Mandarin and regional dialects, attended Chinese Agricultural University, Beijing Forestry University, Chinese Academy of Sciences","10 men, 12 women; people with less than 4 years living in the south; from Shandong",Testing language acquired from personal communication,Testing language acquired from personal communication with Dr. Li,22,45,0,
Space,"Li, Zhang",2009,Regional differences in spatial frame of reference systems for people in different areas of china,Perceptual and Motor Skills,Journal,"Li, J. & Zhang, K. (2009). Regional differences in spatial frame of reference systems for people in different areas of China. Perceptual and Motor Skills, 108(2), 587-596.",Does processing speed of spatial linguistic terms differ between Northern and Southern Chinese participants,Participants completed a computerized task pressing corresponding keys to spatial linguistic terms,ReactionTime,small,ego,ego/allo,,Southerners more familiar with ego than allo,Star-Lack,English,1,,China,Beijing,,urbanl,3,Mandarin,"raised in Guangdong, Zhejiang, Hubei, Jiangsu, Sichuan, Guangxi, Jiangxi, Fujian, Hunan Province, Chongquing City",mnd,,,"Students, native speakers of Mandarin and regional dialects, attended Chinese Agricultural University, Beijing Forestry University, Chinese Academy of Sciences","11 men, 12 women; people with less than 4 years living in the north; raised in Zhejiang, Hubei, Jiangsu, Sichuan, Guangxi, Jiangxi, Fujian, Hunan Province, Chongquing City",,,23,45,0,
Space,Li and Abarball,2018,Competing perspectives on frames of reference in language and thought,Cognition,Journal,"Li, P. & Abarbanell, L. (2018). Competing perspectives on frames of reference in language and thought. Cognition, 170, 9-24.",Have methodological failings impacted the results of past cross-cultural studies of Tenejapan Mayans,"Participants completed an ""Animals-In-a-Row"" task with 90 degree rotation",ObjectPlacement,small,allo,ego/allo,,Does not replicate the results of Haun et al. (2011),Star-Lack,English,1,,USA,"Boston, Mass., USA",,urbanl,3,English,,eng,,,children ages 7-10,,,,39,85,0,
Space,Li and Abarball,2018,Competing perspectives on frames of reference in language and thought,Cognition,Journal,"Li, P. & Abarbanell, L. (2018). Competing perspectives on frames of reference in language and thought. Cognition, 170, 9-24.",Have methodological failings impacted the results of past cross-cultural studies of Tenejapan Mayans,"Participants completed an ""Animals-In-a-Row"" task with 90 degree rotation",ObjectPlacement,small,allo,ego/allo,,,Star-Lack,English,1,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tseltal,,tze,,,children,,"Possibility that Tseltal children do not ""robustly know"" left/right",,46,85,0,
Space,Li and Abarball,2018,Competing perspectives on frames of reference in language and thought,Cognition,Journal,"Li, P. & Abarbanell, L. (2018). Competing perspectives on frames of reference in language and thought. Cognition, 170, 9-24.",Have methodological failings impacted the results of past cross-cultural studies of Tenejapan Mayans,"Participants completed an ""Animals-In-a-Row"" task with 90 degree rotation after carrying the tray with them to eliminate any need for ""left/right"" terms",ObjectPlacement,small,allo,ego/allo,,"Instructions using L/R do not garner accurate results because Tenejapan children do not have a ""robust knowledge"" of L/R",Star-Lack,English,2,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tseltal,,tze,,,children,,,,17,17,0,
Space,Li and Abarball,2018,Competing perspectives on frames of reference in language and thought,Cognition,Journal,"Li, P. & Abarbanell, L. (2018). Competing perspectives on frames of reference in language and thought. Cognition, 170, 9-24.",Have methodological failings impacted the results of past cross-cultural studies of Tenejapan Mayans,"Participants completed an ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,both,ego/allo,,Rotation eliminated geocentric advantage; Tseltal children equally good at ego and geo,Star-Lack,English,3,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tseltal,,tze,,,children,,,,15,15,0,
Space,Li and Abarball,2018,Competing perspectives on frames of reference in language and thought,Cognition,Journal,"Li, P. & Abarbanell, L. (2018). Competing perspectives on frames of reference in language and thought. Cognition, 170, 9-24.",Have methodological failings impacted the results of past cross-cultural studies of Tenejapan Mayans,"Participants completed an ""Animals-In-a-Row"" task with or without a tray during rotation",ObjectPlacement,small,allo,ego/allo,,Only an geocentric advantage in easy trials; Tseltal children's performance on  egocentric tasks increases when instructions don't include left/right,Star-Lack,English,4,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tseltal,,tze,,,children,,,,21,21,0,
Space,"Li, Abarbanell, Gleitman, Papafragou",2011,Spatial reasoning in Tenejapan Mayans,Cognition,Journal,"Li, P., Arbabanelle, L., Geitman, L., & Papafragou, A. (2011). Spatial reasoning in Tenejapan Mayans. Cognition, 120, 33-53.",Does the left/right binary exist in Tenejapan Mayans' spatial reasoning,"Participants memorized dotted card and selected the ""same"" card from a series of identical cards with rotated pictures of the image",ForcedChoiceMemory,small,both,ego/allo,,"ego and allo conditions were performed above chance, indicating that Tzeltal speakers can reason using left/right",Star-Lack,English,1,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,Adult native speakers,Knew little to no Spanish,Could be solving using intrinsic?,,26,26,0,
Space,"Li, Abarbanell, Gleitman, Papafragou",2011,Spatial reasoning in Tenejapan Mayans,Cognition,Journal,"Li, P., Arbabanelle, L., Geitman, L., & Papafragou, A. (2011). Spatial reasoning in Tenejapan Mayans. Cognition, 120, 33-53.",Does the left/right binary exist in Tenejapan Mayans' spatial reasoning,Participants memorized a path of a figurine then turned 180 degrees and recreated that path,ObjectPlacement,small,ego,ego/allo,,"as the number of legs increased/task got harder, difference between geocentric and egocentric conditions increased; egocentric reasoning universally easier",Star-Lack,English,2,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,Adult native speakers,Knew little to no Spanish,,,26,26,26,
Space,"Li, Abarbanell, Gleitman, Papafragou",2011,Spatial reasoning in Tenejapan Mayans,Cognition,Journal,"Li, P., Arbabanelle, L., Geitman, L., & Papafragou, A. (2011). Spatial reasoning in Tenejapan Mayans. Cognition, 120, 33-53.",Does the left/right binary exist in Tenejapan Mayans' spatial reasoning,"Participants memorized where an object was hidden, then was rotated and asked to retrieve it",ForcedChoiceMemory,medium,both,ego/allo,,performance in ego condition still higher than allo condition,Star-Lack,English,3,,Mexico,"Tenejapa, Chiapas, Mexico",,urbans,2,Tzeltal,,tze,,,Adult native speakers,Knew little to no Spanish,,,24,24,0,
Space,"Marghetis, McComsey, Cooperrider",2020,Space in Hand and Mind: Gesture and Spatial Frames of Reference in Bilingual Mexico,Cognitive Science,Journal,"Marghetis, T., McComsey, M., & Cooperrider, K. (2020). Space in hand and mind: Gesture and spatial frames of reference in bilingual Mexico. Cognitive Science, 44(12).",How is FoR use reflected in gesture in Zapotec-dominant and Zapotec-Spanish Bilinguals?,Participants observed a complex motion event involving wooden blocks on a table (motion was always in a singular direction.) Participants then rotated 90 degrees and moved to the side of the table so they were facing away from it. They were the asked to describe what they saw. Gesture was not specifically mentioned. (Toppling Blocks task),GestureSpontaneous,small,both,ego/allo,,"Overall, across all trials, gesture motion was usually consistent with either an egocentric or allocentric FoR (72.9%), far more often than expected by chance. Participants with better competence with egocentric vocabulary were more likely to use the egocentric FoR in gesture.  Participants with better competence with egocentric vocabulary were more likely to switch from an allocentric to an egocentric FoR, and more likely to stick with the egocentric FoR once they used it.",Ortega,English,1,b,Mexico,"Juchitán de Zaragoza, Oaxaca, Mexico",,urbanl,3,Isthmus Zapotec,,zai,,,Zapotec dominant adult residents of Juchitán de Zaragoza,16 adults who relied on Zapotec almost exclusively in daily life and had limited proficiency in Spanish (Zapotec Dominant; n = 16) ,"Assessment completed in Zapotec. However, the variety of Isthmus Zapotec spoken in Juchitan has a native term for “left,” biga’, and borrows the Spanish term for “right” as derechu. ",,16,32,0,
Space,"Marghetis, McComsey, Cooperrider",2020,Space in Hand and Mind: Gesture and Spatial Frames of Reference in Bilingual Mexico,Cognitive Science,Journal,"Marghetis, T., McComsey, M., & Cooperrider, K. (2020). Space in hand and mind: Gesture and spatial frames of reference in bilingual Mexico. Cognitive Science, 44(12).",How is FoR use reflected in gesture in Zapotec-dominant and Zapotec-Spanish Bilinguals?,Participants observed a complex motion event involving wooden blocks on a table (motion was always in a singular direction.) Participants then rotated 90 degrees and moved to the side of the table so they were facing away from it. They were the asked to describe what they saw. Gesture was not specifically mentioned. (Toppling Blocks task),GestureSpontaneous,small,both,ego/allo,,"For Balanced Bilinguals the use of egocentric gestures was highly correlated between sessions (r = .74, p = .001), as it was for allocentric gestures (r = .90, p < .001). Overall, across all trials, gesture motion was usually consistent with either an egocentric or allocentric FoR (72.9%), far more often than expected by chance. Participants with better competence with egocentric vocabulary were more likely to use the egocentric FoR in gesture. Participants with better competence with egocentric vocabulary were more likely to switch from an allocentric to an egocentric FoR, and more likely to stick with the egocentric FoR once they used it.",Ortega,English,1,b,Mexico,"Juchitán de Zaragoza, Oaxaca, Mexico",,urbanl,3,Isthmus Zaptotec,,zai,,,Balanced bilingual (Zapotec & Spanish) adult residents of Juchitán de Zaragoza,16 adults who relied on both Spanish and Zapotec in daily life and were thus highly proficient in both (Balanced Bilingual; n = 16).,"Balanced Bilinguals completed all tasks twice, in sessions separated by at least 7 weeks. Assessment completed in Zapotec. However, the variety of Isthmus Zapotec spoken in Juchitan has a native term for “left,” biga’, and borrows the Spanish term for “right” as derechu. ",,16,32,0,
Space,"Marghetis, McComsey, Cooperrider",2020,Space in Hand and Mind: Gesture and Spatial Frames of Reference in Bilingual Mexico,Cognitive Science,Journal,"Marghetis, T., McComsey, M., & Cooperrider, K. (2020). Space in hand and mind: Gesture and spatial frames of reference in bilingual Mexico. Cognitive Science, 44(12).",How is FoR use reflected in gesture in Zapotec-dominant and Zapotec-Spanish Bilinguals?,Participants observed a complex motion event involving wooden blocks on a table (motion was always in a singular direction.) Participants then rotated 90 degrees and moved to the side of the table so they were facing away from it. They were the asked to describe what they saw. Gesture was not specifically mentioned. (Toppling Blocks task),GestureSpontaneous,small,ego,ego/allo,,"""Like-wise, completing the task in Spanish rather than in Zapotec had no reliable effect on theuse of an egocentric FoR in gesture (b = 0.85  0.72 SD, 95% credible interval [0.54,2.34]).""",Naik,English,1,b,Mexico,"Juchitán de Zaragoza, Oaxaca, Mexico",,urbanl,3,Spanish,,spa,,,Balanced bilingual (Zapotec & Spanish) adult residents of Juchitán de Zaragoza,16 adults who relied on both Spanish and Zapotec in daily life and were thus highly proficient in both (Balanced Bilingual; n = 16).,"Balanced Bilinguals completed all tasks twice, in sessions separated by at least 7 weeks. Assessment completed in Spanish",,16,32,16,
